City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,luderitz,-26.6481,15.1594,18.97,84,3,3.04,NA,1706302174
1,thompson,55.7435,-97.8558,-4.91,93,100,4.63,CA,1706302174
2,puerto ayora,-0.7393,-90.3518,29.98,90,61,3.58,EC,1706302174
3,east london,-33.0153,27.9116,24.32,69,9,1.33,ZA,1706302174
4,xai-xai,-25.0519,33.6442,22.54,84,0,3.56,MZ,1706302175
5,madalena,41.2162,-8.3345,14.61,78,100,2.1,PT,1706302175
6,west island,-12.1568,96.8225,25.99,94,3,2.06,CC,1706302154
7,port-aux-francais,-49.35,70.2167,6.3,90,72,13.14,TF,1706302147
8,iqaluit,63.7506,-68.5145,-29.06,68,40,7.72,CA,1706302151
9,port mathurin,-19.6833,63.4167,27.55,84,100,5.52,MU,1706302176
10,edinburgh of the seven seas,-37.0676,-12.3116,17.0,83,13,5.09,SH,1706302162
11,dudinka,69.4058,86.1778,-13.54,92,100,7.6,RU,1706302176
12,longyearbyen,78.2186,15.6401,-0.09,64,0,5.14,SJ,1706302176
13,port elizabeth,-33.918,25.5701,20.73,81,0,4.47,ZA,1706302162
14,puerto natales,-51.7236,-72.4875,22.25,28,75,16.46,CL,1706302050
15,kernersville,36.1199,-80.0736,22.27,68,75,5.14,US,1706302123
16,camarinas,43.1311,-9.1817,12.18,81,100,3.43,ES,1706302177
17,nova sintra,14.8667,-24.7167,21.42,72,51,1.92,CV,1706302178
18,blackmans bay,-43.0167,147.3167,14.29,62,99,0.45,AU,1706302162
19,grytviken,-54.2811,-36.5092,4.9,81,96,2.38,GS,1706302148
20,luanda,-8.8368,13.2343,28.0,85,0,3.6,AO,1706302178
21,qaqortoq,60.7167,-46.0333,-24.62,74,0,3.07,GL,1706302178
22,richards bay,-28.783,32.0377,23.51,81,0,5.03,ZA,1706302179
23,isafjordur,66.0755,-23.124,-3.44,56,92,5.89,IS,1706302179
24,papatowai,-46.5619,169.4708,15.64,65,46,7.37,NZ,1706302162
25,tionk essil,12.7856,-16.5217,27.03,38,6,2.45,SN,1706302179
26,san matias,-16.3667,-58.4,34.5,33,0,0.34,BO,1706302180
27,vilyuchinsk,52.9306,158.4028,-6.71,87,100,1.55,RU,1706302180
28,nar'yan-mar,67.6713,53.087,-11.05,97,96,2.68,RU,1706302180
29,belyy yar,53.6039,91.3903,-29.06,83,74,2.0,RU,1706302180
30,yilan,24.757,121.753,13.92,92,100,0.52,TW,1706302180
31,papao,-17.75,-149.55,28.82,75,61,2.07,PF,1706302181
32,aktau,43.65,51.2,-0.68,68,100,8.69,KZ,1706302181
33,eravur town,7.7782,81.6038,24.11,77,4,1.93,LK,1706302181
34,port alfred,-33.5906,26.891,21.21,71,49,2.24,ZA,1706302181
35,alofi,-19.0595,-169.9187,27.94,89,75,6.17,NU,1706302182
36,waitangi,-43.9535,-176.5597,16.01,95,98,1.79,NZ,1706302147
37,stanley,54.868,-1.6985,6.27,83,40,4.63,GB,1706302155
38,leua,48.2156,18.6071,7.5,99,100,2.54,SK,1706302182
39,hammerfest,70.6634,23.6821,-5.75,73,40,5.66,NO,1706302182
40,brisas de zicatela,15.8369,-97.0419,30.29,58,0,2.06,MX,1706302183
41,akureyri,65.6835,-18.0878,-3.04,68,40,6.17,IS,1706302183
42,fale old settlement,-9.3852,-171.2468,29.63,70,99,6.44,TK,1706302183
43,baruun-urt,46.6806,113.2792,-23.5,92,4,4.14,MN,1706302183
44,utrik,11.2278,169.8474,25.42,59,70,2.88,MH,1706302183
45,vilyuysk,63.7553,121.6247,-40.0,100,97,1.79,RU,1706302161
46,naifaru,5.4444,73.3657,27.62,71,81,7.01,MV,1706302184
47,kidal,18.4411,1.4078,16.95,24,0,4.85,ML,1706302184
48,at taraf,25.3628,49.725,19.3,28,100,4.53,SA,1706302184
49,diego de almagro,-26.3667,-70.05,29.15,27,0,6.04,CL,1706302094
50,truth or consequences,33.1284,-107.2528,13.28,46,0,6.17,US,1706301961
51,mejit,10.2753,170.8646,25.16,69,90,3.63,MH,1706302185
52,hohenau,-27.0833,-55.75,29.65,32,7,4.34,PY,1706302185
53,pimentel,-6.8367,-79.9342,29.16,61,0,8.75,PE,1706302185
54,adamstown,-25.066,-130.1015,24.48,73,100,3.83,PN,1706302150
55,quellon,-43.1167,-73.6167,16.54,87,100,3.11,CL,1706302050
56,invercargill,-46.4,168.35,11.68,85,11,5.81,NZ,1706301931
57,tiksi,71.6872,128.8694,-28.2,97,52,4.65,RU,1706302148
58,awjilah,29.1081,21.2869,14.09,80,1,4.08,LY,1706302186
59,lihue,21.9789,-159.3672,22.42,89,100,5.66,US,1706302186
60,whitehorse,60.7161,-135.0538,-19.57,84,100,1.54,CA,1706302158
61,ribeira grande,38.5167,-28.7,17.65,94,75,7.6,PT,1706302187
62,katsuura,35.1333,140.3,4.85,59,48,4.96,JP,1706302187
63,touba,8.2833,-7.6833,26.08,17,0,0.91,CI,1706302187
64,hermanus,-34.4187,19.2345,22.11,80,100,4.46,ZA,1706301946
65,san juan,-31.5375,-68.5364,39.08,16,0,4.7,AR,1706302188
66,coquimbo,-29.9533,-71.3436,21.85,64,0,5.66,CL,1706302188
67,hilo,19.7297,-155.09,27.92,65,0,1.54,US,1706302188
68,saham,24.1722,56.8886,22.01,78,100,1.64,OM,1706302188
69,aykhal,66.0,111.5,-34.07,100,20,2.39,RU,1706302188
70,bethel,41.3712,-73.414,6.2,86,100,2.06,US,1706302154
71,rudnichnyy,59.617,52.4703,-10.94,96,100,2.17,RU,1706302189
72,ushuaia,-54.8,-68.3,18.81,42,0,3.09,AR,1706302189
73,chul'man,56.8479,124.9104,-31.44,100,98,0.34,RU,1706302189
74,anadyr,64.75,177.4833,-32.72,74,0,5.0,RU,1706302163
75,mhamid,29.82,-5.72,16.42,21,9,3.5,MA,1706302190
76,nchelenge,-9.3451,28.734,21.8,84,95,1.07,ZM,1706302190
77,yellowknife,62.456,-114.3525,-21.99,96,75,2.06,CA,1706302152
78,howrah,22.5892,88.3103,14.0,82,89,1.54,IN,1706302190
79,nova vicosa,-17.8919,-39.3719,25.01,95,100,2.73,BR,1706302191
80,lycksele,64.5954,18.6735,-2.07,86,100,3.6,SE,1706302191
81,pandan,14.0453,124.1694,23.34,76,100,6.7,PH,1706302191
82,albany,42.6001,-73.9662,5.61,83,100,0.45,US,1706302043
83,lebu,-37.6167,-73.65,18.5,81,58,2.86,CL,1706302061
84,puerto yuca,2.9383,-73.2083,35.84,26,60,3.39,CO,1706302192
85,avarua,-21.2078,-159.775,28.03,89,75,3.09,CK,1706302192
86,talnakh,69.4865,88.3972,-13.77,93,100,7.27,RU,1706302192
87,afaahiti,-17.75,-149.2833,27.93,80,45,3.92,PF,1706302192
88,kununurra,-15.7667,128.7333,25.99,94,40,0.0,AU,1706301979
89,cockburn town,21.4612,-71.1419,26.98,61,40,7.2,TC,1706302193
90,aparecida do taboado,-20.0867,-51.0936,28.92,37,10,4.82,BR,1706302193
91,smara,26.7384,-11.6719,20.43,18,0,5.17,EH,1706302193
92,ust-nera,64.5667,143.2,-40.87,98,61,0.61,RU,1706302193
93,kodiak,57.79,-152.4072,-4.27,68,0,7.2,US,1706302194
94,port lincoln,-34.7333,135.8667,15.16,69,10,3.16,AU,1706302194
95,luba,3.4568,8.5547,27.59,80,4,2.92,GQ,1706302194
96,mao,39.8885,4.2658,14.31,62,20,4.12,ES,1706302080
97,mildura,-34.2,142.15,13.93,80,97,6.15,AU,1706302194
98,ambo,-10.1308,-76.2047,23.41,64,86,4.09,PE,1706302195
99,prineville,44.2999,-120.8345,7.39,87,75,3.09,US,1706302195
100,wailua homesteads,22.0669,-159.378,22.08,86,100,5.66,US,1706302195
101,vila franca do campo,37.7167,-25.4333,18.27,99,100,5.33,PT,1706302195
102,palikir - national government center,6.9248,158.1611,25.47,88,100,2.06,FM,1706302195
103,puerto madero,14.7208,-92.4215,29.84,61,0,4.76,MX,1706302196
104,nemuro,43.3236,145.575,-1.44,74,100,11.74,JP,1706302196
105,alice springs,-23.7,133.8833,25.12,38,89,2.57,AU,1706302196
106,boguchany,58.3814,97.4531,-22.3,100,93,0.89,RU,1706302196
107,punta arenas,-53.15,-70.9167,22.01,32,0,5.14,CL,1706302164
108,arno,60.1167,18.6333,0.44,98,100,5.06,SE,1706302197
109,prado,-17.3411,-39.2208,24.68,97,100,4.75,BR,1706302150
110,plastun,44.7561,136.2939,-14.45,82,22,4.07,RU,1706302197
111,uturoa,-16.7333,-151.4333,28.11,73,40,1.9,PF,1706302197
112,kenai,60.5544,-151.2583,-17.17,80,0,2.57,US,1706302198
113,mata-utu,-13.2816,-176.1745,25.25,90,100,1.82,WF,1706302198
114,okhotsk,59.3833,143.3,-26.26,78,10,5.08,RU,1706302155
115,kavaratti,10.5669,72.642,26.85,68,68,2.18,IN,1706302198
116,haiku-pauwela,20.9219,-156.3051,25.7,77,40,5.66,US,1706302198
117,nyurba,63.2842,118.3319,-43.07,100,99,0.84,RU,1706302199
118,almazan,41.4865,-2.5309,9.17,51,100,1.28,ES,1706302199
119,kolonia,50.9333,6.95,6.65,74,75,3.6,DE,1706302199
120,al burayqah,30.4062,19.5739,16.91,73,6,5.61,LY,1706302199
121,sitka,57.0531,-135.33,8.94,61,100,6.17,US,1706302199
122,labrador city,52.9463,-66.9114,-9.05,67,75,4.12,CA,1706302200
123,qamdo,31.1667,97.2333,-12.35,47,93,1.91,CN,1706302153
124,nizhniy ingash,56.2,96.53,-23.08,100,79,1.18,RU,1706302200
125,leon,21.1167,-101.6667,25.66,15,0,6.8,MX,1706302133
126,carutapera,-1.195,-46.02,26.08,88,67,2.79,BR,1706302201
127,pariaman,-0.619,100.12,26.03,86,77,1.55,ID,1706302201
128,cabo san lucas,22.8909,-109.9124,28.67,55,0,3.6,MX,1706301832
129,tshabong,-26.05,22.45,29.93,32,93,1.04,BW,1706302201
130,paciran,-6.8767,112.3761,25.61,87,100,2.38,ID,1706302201
131,lerwick,60.1545,-1.1494,8.0,81,100,14.56,GB,1706302202
132,catoosa,36.189,-95.7458,9.1,92,100,2.06,US,1706302202
133,constantia,44.1833,28.65,2.61,70,95,5.97,RO,1706301898
134,new norfolk,-42.7826,147.0587,14.95,68,62,5.89,AU,1706302203
135,college,64.8569,-147.8028,-34.03,65,100,0.0,US,1706302203
136,lompoc,34.6391,-120.4579,22.61,56,75,1.54,US,1706302203
137,udachny,66.4167,112.4,-40.71,100,61,1.67,RU,1706302203
138,fang,19.9169,99.2145,14.8,99,24,0.17,TH,1706302204
139,tazovsky,67.4667,78.7,-21.66,100,100,2.81,RU,1706302204
140,jamestown,42.097,-79.2353,4.14,100,100,4.63,US,1706301971
141,badger,64.8,-147.5333,-34.07,69,75,0.0,US,1706302204
142,aasiaat,68.7098,-52.8699,-27.02,99,98,2.82,GL,1706302205
143,birzebbuga,35.8258,14.5269,14.53,82,20,2.57,MT,1706302205
144,flin flon,54.7682,-101.865,-6.09,93,100,2.06,CA,1706302205
145,alaghsas,17.0187,8.0168,16.6,25,26,8.31,NE,1706302205
146,mil'kovo,55.6078,37.7956,-3.73,97,95,1.19,RU,1706302206
147,georgetown,5.4112,100.3354,26.96,82,20,2.68,MY,1706302077
148,guiuan,11.0333,125.7247,26.11,67,100,10.74,PH,1706302206
149,vila velha,-20.3297,-40.2925,25.97,94,75,3.6,BR,1706302206
150,laminusa,5.5549,120.9136,26.98,77,100,5.7,PH,1706302207
151,balabac,7.9868,117.0645,26.66,77,100,9.24,PH,1706302207
152,hawaiian paradise park,19.5933,-154.9731,27.8,71,0,1.54,US,1706302157
153,sao vicente,-23.9631,-46.3919,25.1,60,20,2.24,BR,1706302207
154,weno,7.4515,151.8468,26.97,89,40,2.57,FM,1706302208
155,hovd,48.0056,91.6419,-22.34,86,5,0.36,MN,1706302208
156,barlig,17.0373,121.1038,9.0,94,87,0.36,PH,1706302208
157,coruripe,-10.1256,-36.1756,27.27,79,78,8.27,BR,1706302178
158,manokwari,-0.8667,134.0833,25.83,84,100,2.6,ID,1706302021
159,susuman,62.7833,148.1667,-41.12,100,83,0.45,RU,1706302209
160,thunder bay,48.4001,-89.3168,0.99,80,100,0.51,CA,1706302032
161,necochea,-38.5473,-58.7368,34.13,22,19,6.69,AR,1706302210
162,valparaiso,-33.0393,-71.6273,22.8,72,0,5.14,CL,1706301930
163,saipan,15.1355,145.701,23.39,88,100,6.69,MP,1706302210
164,tara,56.8944,74.371,-8.67,96,100,3.21,RU,1706302210
165,bilibino,68.0546,166.4372,-40.61,100,99,0.21,RU,1706302152
166,arkhangel'sk,64.5401,40.5433,-1.94,100,100,3.0,RU,1706302211
167,saint-francois,46.4154,3.9054,9.69,94,100,1.03,FR,1706302211
168,narasannapeta,18.4167,84.05,19.93,84,92,2.46,IN,1706302211
169,klyuchi,52.2667,79.1667,-9.94,87,100,3.57,RU,1706302212
170,parauapebas,-6.0675,-49.9022,27.99,83,40,0.51,BR,1706302212
171,bredasdorp,-34.5322,20.0403,21.27,76,100,3.09,ZA,1706302157
172,lensk,60.7253,114.9278,-35.12,100,99,1.17,RU,1706302213
173,kismayo,-0.3582,42.5454,26.49,88,100,4.39,SO,1706302213
174,sabang,5.8933,95.3214,27.35,81,100,6.32,ID,1706302213
175,crane,31.3974,-102.3501,17.04,33,28,9.06,US,1706302213
176,chuka,-0.3332,37.6459,17.7,84,100,2.01,KE,1706302213
177,atafu village,-8.5421,-172.5159,29.53,72,100,5.72,TK,1706302150
178,robbah,33.2797,6.9098,15.8,34,0,3.05,DZ,1706302214
179,ar ruseris,11.8659,34.3869,23.86,22,78,5.49,SD,1706302214
180,zhaoqing,23.0512,112.4597,10.36,72,100,1.43,CN,1706302214
181,khandyga,62.6667,135.6,-27.76,92,100,1.23,RU,1706302215
182,avanigadda,16.0215,80.9181,21.64,93,87,2.0,IN,1706302215
183,sidi merouane,36.5206,6.2611,14.71,65,14,0.39,DZ,1706302215
184,slutsk,53.0274,27.5597,-4.06,98,99,1.35,BY,1706302215
185,cape coast,5.1053,-1.2466,27.13,81,4,4.04,GH,1706302216
186,kapa'a,22.0752,-159.319,22.83,83,100,5.66,US,1706302160
187,taulaga,-11.0553,-171.0883,29.7,72,100,5.99,AS,1706302216
188,zavodskoy,43.4597,132.2922,-13.63,65,11,0.0,RU,1706302216
189,praia da vitoria,38.7333,-27.0667,17.14,94,40,6.62,PT,1706302217
190,parnu,58.3859,24.4971,-3.95,86,100,4.63,EE,1706302217
191,al jawf,29.5,38.75,10.18,46,1,4.48,SA,1706302217
192,murygino,58.7383,49.4582,-9.41,98,100,1.32,RU,1706302217
193,san juan de miraflores,-12.1629,-76.9635,27.29,69,89,4.33,PE,1706302217
194,vityazevo,44.9931,37.2719,2.23,100,0,1.0,RU,1706302218
195,khovd,48.0056,91.6419,-22.34,86,5,0.36,MN,1706302218
196,zalingei,12.9096,23.4741,19.29,21,99,2.58,SD,1706302218
197,nuuk,64.1835,-51.7216,-13.66,78,40,4.12,GL,1706302219
198,bubaque,11.2833,-15.8333,26.42,75,2,5.97,GW,1706302219
199,olonkinbyen,70.9221,-8.7187,-0.16,75,25,7.85,SJ,1706302219
200,daru,-9.0763,143.2092,25.53,83,48,5.3,PG,1706302219
201,cambria,35.5641,-121.0808,20.12,78,93,3.13,US,1706302219
202,tocopilla,-22.092,-70.1979,24.45,69,17,4.02,CL,1706302220
203,siocon,7.7061,122.1353,24.23,83,100,5.41,PH,1706302220
204,lindi,-10.0,39.7167,23.58,95,63,0.81,TZ,1706302220
205,kill devil hills,36.0307,-75.676,23.0,79,40,7.72,US,1706302220
206,nicoya,10.1483,-85.452,34.04,41,56,3.96,CR,1706302221
207,bouillon,49.7932,5.067,0.03,92,3,0.72,BE,1706302221
208,colonia,50.9333,6.95,6.65,74,75,3.6,DE,1706302066
209,carnarvon,-24.8667,113.6333,25.86,60,0,4.48,AU,1706302221
210,greymouth,-42.4667,171.2,16.75,89,54,5.76,NZ,1706302160
211,san patricio,28.017,-97.5169,19.05,85,96,2.41,US,1706302222
212,sandnessjoen,66.0217,12.6316,4.12,87,75,3.09,NO,1706302222
213,wenchang,30.904,118.4887,0.9,65,6,0.49,CN,1706302222
214,tougue,11.4667,-11.6,21.61,15,0,1.11,GN,1706302223
215,veinticinco de mayo,-35.4323,-60.1727,35.88,13,4,6.68,AR,1706302223
216,flying fish cove,-10.4217,105.6791,22.82,100,69,1.54,CX,1706302223
217,happy valley-goose bay,53.3168,-60.3315,-7.83,53,40,4.12,CA,1706302224
218,vadso,70.0744,29.7487,-2.91,86,75,6.17,NO,1706302224
219,archangelos,36.2149,28.1149,12.99,51,1,7.97,GR,1706302224
220,puerto baquerizo moreno,-0.9,-89.6,30.55,74,40,5.14,EC,1706302225
221,askoy,60.4092,5.226,4.31,100,20,1.54,NO,1706302225
222,filey,54.21,-0.2892,6.05,81,11,4.92,GB,1706302225
223,caribou,46.8606,-68.012,-3.34,87,100,2.06,US,1706302201
224,bela vista,-22.1089,-56.5211,32.18,29,10,4.28,BR,1706302226
225,iskateley,67.6803,53.1512,-11.1,97,97,2.68,RU,1706302227
226,tsiombe,-25.3,45.4833,22.15,75,0,6.58,MG,1706302227
227,al muwayh,22.4333,41.7583,14.3,57,100,4.5,SA,1706302227
228,abashiri,44.0213,144.2697,-3.49,93,100,10.04,JP,1706302228
229,baley,51.6,116.6333,-25.23,99,33,0.97,RU,1706302228
230,hasaki,35.7333,140.8333,0.16,52,3,4.76,JP,1706302159
231,pyapon,16.2833,95.6833,23.59,77,74,1.48,MM,1706302228
232,mutoko,-17.397,32.2268,18.56,77,86,1.98,ZW,1706302229
233,kapuskasing,49.4169,-82.4331,-1.95,86,100,1.54,CA,1706302229
234,knin,44.0439,16.2,7.29,71,100,1.27,HR,1706302230
235,juneau,58.3019,-134.4197,3.39,97,100,3.09,US,1706302230
